commit_date,language,classification,dep_count
2022-05-17,javascript,Only SecSchemes,0
2022-05-17,javascript,Only SecDef,0
2022-05-17,javascript,Undef Sec (OAS),36
2022-05-17,go,Both,0
2022-05-17,go,Only SecSchemes,0
2022-05-17,go,Only SecDef,0
2022-05-17,go,Undef Sec (OAS),0
2022-05-17,python,Both,0
2022-05-17,python,Only SecSchemes,0
2022-05-17,python,Only SecDef,0
2022-05-17,python,Undef Sec (OAS),0
2022-05-17,java,Both,0
2022-05-17,java,Only SecSchemes,0
2022-05-17,java,Only SecDef,0
2022-05-17,java,Undef Sec (OAS),0
2022-05-17,ruby,Both,0
2022-05-17,ruby,Only SecSchemes,0
2022-05-17,ruby,Only SecDef,0
2022-05-17,ruby,Undef Sec (OAS),0
2022-05-22,javascript,Both,0
2022-05-22,javascript,Only SecSchemes,0
2022-05-22,javascript,Only SecDef,0
2022-05-22,javascript,Undef Sec (OAS),12
2022-05-22,go,Both,0
2022-05-22,go,Only SecSchemes,0
2022-05-22,go,Only SecDef,0
2022-05-22,go,Undef Sec (OAS),0
2022-05-22,python,Both,0
2022-05-22,python,Only SecSchemes,0
2022-05-22,python,Only SecDef,0
2022-05-22,python,Undef Sec (OAS),0
2022-05-22,java,Both,0
2022-05-22,java,Only SecSchemes,0
2022-05-22,java,Only SecDef,0
2022-05-22,java,Undef Sec (OAS),0
2022-05-22,ruby,Both,0
2022-05-22,ruby,Only SecSchemes,0
2022-05-22,ruby,Only SecDef,0
2022-05-22,ruby,Undef Sec (OAS),0
2022-05-27,javascript,Both,0
2022-05-27,javascript,Only SecSchemes,0
2022-05-27,javascript,Only SecDef,0
2022-05-27,javascript,Undef Sec (OAS),76
2022-05-27,go,Both,0
2022-05-27,go,Only SecSchemes,0
2022-05-27,go,Only SecDef,0
2022-05-27,go,Undef Sec (OAS),0
2022-05-27,python,Both,0
2022-05-27,python,Only SecSchemes,0
2022-05-27,python,Only SecDef,0
2022-05-27,python,Undef Sec (OAS),0
2022-05-27,java,Both,0
2022-05-27,java,Only SecSchemes,0
2022-05-27,java,Only SecDef,0
2022-05-27,java,Undef Sec (OAS),0
2022-05-27,ruby,Both,0
2022-05-27,ruby,Only SecSchemes,0
2022-05-27,ruby,Only SecDef,0
2022-05-27,ruby,Undef Sec (OAS),0
2022-05-30,javascript,Both,0
2022-05-30,javascript,Only SecSchemes,0
2022-05-30,javascript,Only SecDef,0
2022-05-30,javascript,Undef Sec (OAS),12
2022-05-30,go,Both,0
2022-05-30,go,Only SecSchemes,0
2022-05-30,go,Only SecDef,0
2022-05-30,go,Undef Sec (OAS),0
2022-05-30,python,Both,0
2022-05-30,python,Only SecSchemes,0
2022-05-30,python,Only SecDef,0
2022-05-30,python,Undef Sec (OAS),0
2022-05-30,java,Both,0
2022-05-30,java,Only SecSchemes,0
2022-05-30,java,Only SecDef,0
2022-05-30,java,Undef Sec (OAS),0
2022-05-30,ruby,Both,0
2022-05-30,ruby,Only SecSchemes,0
2022-05-30,ruby,Only SecDef,0
2022-05-30,ruby,Undef Sec (OAS),126
2022-06-01,javascript,Both,0
2022-06-01,javascript,Only SecSchemes,0
2022-06-01,javascript,Only SecDef,0
2022-06-01,javascript,Undef Sec (OAS),0
2022-06-01,go,Both,0
2022-06-01,go,Only SecSchemes,0
2022-06-01,go,Only SecDef,0
2022-06-01,go,Undef Sec (OAS),0
2022-06-01,python,Both,0
2022-06-01,python,Only SecSchemes,0
2022-06-01,python,Only SecDef,0
2022-06-01,python,Undef Sec (OAS),0
2022-06-01,java,Both,0
2022-06-01,java,Only SecSchemes,0
2022-06-01,java,Only SecDef,0
2022-06-01,java,Undef Sec (OAS),0
2022-06-01,ruby,Both,0
2022-06-01,ruby,Only SecSchemes,0
2022-06-01,ruby,Only SecDef,0
2022-06-01,ruby,Undef Sec (OAS),84
2022-06-02,javascript,Both,0
2022-06-02,javascript,Only SecSchemes,0
2022-06-02,javascript,Only SecDef,0
2022-06-02,javascript,Undef Sec (OAS),10
2022-06-02,go,Both,0
2022-06-02,go,Only SecSchemes,0
2022-06-02,go,Only SecDef,0
2022-06-02,go,Undef Sec (OAS),0
2022-06-02,python,Both,0
2022-06-02,python,Only SecSchemes,0
2022-06-02,python,Only SecDef,0
2022-06-02,python,Undef Sec (OAS),0
2022-06-02,java,Both,0
2022-06-02,java,Only SecSchemes,0
2022-06-02,java,Only SecDef,0
2022-06-02,java,Undef Sec (OAS),0
2022-06-02,ruby,Both,0
2022-06-02,ruby,Only SecSchemes,0
2022-06-02,ruby,Only SecDef,0
2022-06-02,ruby,Undef Sec (OAS),0
2022-06-06,javascript,Both,0
2022-06-06,javascript,Only SecSchemes,0
2022-06-06,javascript,Only SecDef,0
2022-06-06,javascript,Undef Sec (OAS),0
2022-06-06,go,Both,0
2022-06-06,go,Only SecSchemes,0
2022-06-06,go,Only SecDef,0
2022-06-06,go,Undef Sec (OAS),0
2022-06-06,python,Both,0
2022-06-06,python,Only SecSchemes,0
2022-06-06,python,Only SecDef,0
2022-06-06,python,Undef Sec (OAS),0
2022-06-06,java,Both,0
2022-06-06,java,Only SecSchemes,0
2022-06-06,java,Only SecDef,0
2022-06-06,java,Undef Sec (OAS),0
2022-06-06,ruby,Both,0
2022-06-06,ruby,Only SecSchemes,0
2022-06-06,ruby,Only SecDef,0
2022-06-06,ruby,Undef Sec (OAS),42
2022-06-09,javascript,Both,0
2022-06-09,javascript,Only SecSchemes,0
2022-06-09,javascript,Only SecDef,0
2022-06-09,javascript,Undef Sec (OAS),0
2022-06-09,go,Both,0
2022-06-09,go,Only SecSchemes,0
2022-06-09,go,Only SecDef,0
2022-06-09,go,Undef Sec (OAS),0
2022-06-09,python,Both,0
2022-06-09,python,Only SecSchemes,0
2022-06-09,python,Only SecDef,0
2022-06-09,python,Undef Sec (OAS),0
2022-06-09,java,Both,0
2022-06-09,java,Only SecSchemes,0
2022-06-09,java,Only SecDef,0
2022-06-09,java,Undef Sec (OAS),0
2022-06-09,ruby,Both,0
2022-06-09,ruby,Only SecSchemes,0
2022-06-09,ruby,Only SecDef,0
2022-06-09,ruby,Undef Sec (OAS),42
2022-06-19,javascript,Both,0
2022-06-19,javascript,Only SecSchemes,0
2022-06-19,javascript,Only SecDef,0
2022-06-19,javascript,Undef Sec (OAS),32
2022-06-19,go,Both,0
2022-06-19,go,Only SecSchemes,0
2022-06-19,go,Only SecDef,0
2022-06-19,go,Undef Sec (OAS),0
2022-06-19,python,Both,0
2022-06-19,python,Only SecSchemes,0
2022-06-19,python,Only SecDef,0
2022-06-19,python,Undef Sec (OAS),0
2022-06-19,java,Both,0
2022-06-19,java,Only SecSchemes,0
2022-06-19,java,Only SecDef,0
2022-06-19,java,Undef Sec (OAS),0
2022-06-19,ruby,Both,0
2022-06-19,ruby,Only SecSchemes,0
2022-06-19,ruby,Only SecDef,0
2022-06-19,ruby,Undef Sec (OAS),0
2022-06-22,javascript,Both,0
2022-06-22,javascript,Only SecSchemes,0
2022-06-22,javascript,Only SecDef,0
2022-06-22,javascript,Undef Sec (OAS),0
2022-06-22,go,Both,0
2022-06-22,go,Only SecSchemes,0
2022-06-22,go,Only SecDef,0
2022-06-22,go,Undef Sec (OAS),0
2022-06-22,python,Both,0
2022-06-22,python,Only SecSchemes,0
2022-06-22,python,Only SecDef,0
2022-06-22,python,Undef Sec (OAS),0
2022-06-22,java,Both,0
2022-06-22,java,Only SecSchemes,0
2022-06-22,java,Only SecDef,0
2022-06-22,java,Undef Sec (OAS),0
2022-06-22,ruby,Both,0
2022-06-22,ruby,Only SecSchemes,0
2022-06-22,ruby,Only SecDef,0
2022-06-22,ruby,Undef Sec (OAS),168
2022-06-23,javascript,Both,0
2022-06-23,javascript,Only SecSchemes,0
2022-06-23,javascript,Only SecDef,0
2022-06-23,javascript,Undef Sec (OAS),32
2022-06-23,go,Both,0
2022-06-23,go,Only SecSchemes,0
2022-06-23,go,Only SecDef,0
2022-06-23,go,Undef Sec (OAS),0
2022-06-23,python,Both,0
2022-06-23,python,Only SecSchemes,0
2022-06-23,python,Only SecDef,0
2022-06-23,python,Undef Sec (OAS),0
2022-06-23,java,Both,0
2022-06-23,java,Only SecSchemes,0
2022-06-23,java,Only SecDef,0
2022-06-23,java,Undef Sec (OAS),0
2022-06-23,ruby,Both,0
2022-06-23,ruby,Only SecSchemes,0
2022-06-23,ruby,Only SecDef,0
2022-06-23,ruby,Undef Sec (OAS),0
2022-06-24,javascript,Both,0
2022-06-24,javascript,Only SecSchemes,0
2022-06-24,javascript,Only SecDef,0
2022-06-24,javascript,Undef Sec (OAS),128
2022-06-24,go,Both,0
2022-06-24,go,Only SecSchemes,0
2022-06-24,go,Only SecDef,0
2022-06-24,go,Undef Sec (OAS),0
2022-06-24,python,Both,0
2022-06-24,python,Only SecSchemes,0
2022-06-24,python,Only SecDef,0
2022-06-24,python,Undef Sec (OAS),0
2022-06-24,java,Both,0
2022-06-24,java,Only SecSchemes,0
2022-06-24,java,Only SecDef,0
2022-06-24,java,Undef Sec (OAS),0
2022-06-24,ruby,Both,0
2022-06-24,ruby,Only SecSchemes,0
2022-06-24,ruby,Only SecDef,0
2022-06-24,ruby,Undef Sec (OAS),0
2022-07-01,javascript,Both,0
2022-07-01,javascript,Only SecSchemes,0
2022-07-01,javascript,Only SecDef,0
2022-07-01,javascript,Undef Sec (OAS),32
2022-07-01,go,Both,0
2022-07-01,go,Only SecSchemes,0
2022-07-01,go,Only SecDef,0
2022-07-01,go,Undef Sec (OAS),0
2022-07-01,python,Both,0
2022-07-01,python,Only SecSchemes,0
2022-07-01,python,Only SecDef,0
2022-07-01,python,Undef Sec (OAS),0
2022-07-01,java,Both,0
2022-07-01,java,Only SecSchemes,0
2022-07-01,java,Only SecDef,0
2022-07-01,java,Undef Sec (OAS),0
2022-07-01,ruby,Both,0
2022-07-01,ruby,Only SecSchemes,0
2022-07-01,ruby,Only SecDef,0
2022-07-01,ruby,Undef Sec (OAS),0
2022-07-07,javascript,Both,0
2022-07-07,javascript,Only SecSchemes,0
2022-07-07,javascript,Only SecDef,0
2022-07-07,javascript,Undef Sec (OAS),64
2022-07-07,go,Both,0
2022-07-07,go,Only SecSchemes,0
2022-07-07,go,Only SecDef,0
2022-07-07,go,Undef Sec (OAS),0
2022-07-07,python,Both,0
2022-07-07,python,Only SecSchemes,0
2022-07-07,python,Only SecDef,0
2022-07-07,python,Undef Sec (OAS),0
2022-07-07,java,Both,0
2022-07-07,java,Only SecSchemes,0
2022-07-07,java,Only SecDef,0
2022-07-07,java,Undef Sec (OAS),0
2022-07-07,ruby,Both,0
2022-07-07,ruby,Only SecSchemes,0
2022-07-07,ruby,Only SecDef,0
2022-07-07,ruby,Undef Sec (OAS),0
2022-07-29,javascript,Both,0
2022-07-29,javascript,Only SecSchemes,0
2022-07-29,javascript,Only SecDef,0
2022-07-29,javascript,Undef Sec (OAS),24
2022-07-29,go,Both,0
2022-07-29,go,Only SecSchemes,0
2022-07-29,go,Only SecDef,0
2022-07-29,go,Undef Sec (OAS),0
2022-07-29,python,Both,0
2022-07-29,python,Only SecSchemes,0
2022-07-29,python,Only SecDef,0
2022-07-29,python,Undef Sec (OAS),0
2022-07-29,java,Both,0
2022-07-29,java,Only SecSchemes,0
2022-07-29,java,Only SecDef,0
2022-07-29,java,Undef Sec (OAS),0
2022-07-29,ruby,Both,0
2022-07-29,ruby,Only SecSchemes,0
2022-07-29,ruby,Only SecDef,0
2022-07-29,ruby,Undef Sec (OAS),0
2022-08-11,javascript,Both,0
2022-08-11,javascript,Only SecSchemes,0
2022-08-11,javascript,Only SecDef,0
2022-08-11,javascript,Undef Sec (OAS),12
2022-08-11,go,Both,0
2022-08-11,go,Only SecSchemes,0
2022-08-11,go,Only SecDef,0
2022-08-11,go,Undef Sec (OAS),0
2022-08-11,python,Both,0
2022-08-11,python,Only SecSchemes,0
2022-08-11,python,Only SecDef,0
2022-08-11,python,Undef Sec (OAS),0
2022-08-11,java,Both,0
2022-08-11,java,Only SecSchemes,0
2022-08-11,java,Only SecDef,0
2022-08-11,java,Undef Sec (OAS),0
2022-08-11,ruby,Both,0
2022-08-11,ruby,Only SecSchemes,0
2022-08-11,ruby,Only SecDef,0
2022-08-11,ruby,Undef Sec (OAS),0
2022-08-17,javascript,Both,0
2022-08-17,javascript,Only SecSchemes,0
2022-08-17,javascript,Only SecDef,0
2022-08-17,javascript,Undef Sec (OAS),0
2022-08-17,go,Both,0
2022-08-17,go,Only SecSchemes,0
2022-08-17,go,Only SecDef,0
2022-08-17,go,Undef Sec (OAS),0
2022-08-17,python,Both,0
2022-08-17,python,Only SecSchemes,0
2022-08-17,python,Only SecDef,0
2022-08-17,python,Undef Sec (OAS),0
2022-08-17,java,Both,0
2022-08-17,java,Only SecSchemes,1
2022-08-17,java,Only SecDef,0
2022-08-17,java,Undef Sec (OAS),0
2022-08-17,ruby,Both,0
2022-08-17,ruby,Only SecSchemes,0
2022-08-17,ruby,Only SecDef,0
2022-08-17,ruby,Undef Sec (OAS),0
2022-08-19,javascript,Both,0
2022-08-19,javascript,Only SecSchemes,0
2022-08-19,javascript,Only SecDef,0
2022-08-19,javascript,Undef Sec (OAS),12
2022-08-19,go,Both,0
2022-08-19,go,Only SecSchemes,0
2022-08-19,go,Only SecDef,0
2022-08-19,go,Undef Sec (OAS),0
2022-08-19,python,Both,0
2022-08-19,python,Only SecSchemes,0
2022-08-19,python,Only SecDef,0
2022-08-19,python,Undef Sec (OAS),0
2022-08-19,java,Both,0
2022-08-19,java,Only SecSchemes,0
2022-08-19,java,Only SecDef,0
2022-08-19,java,Undef Sec (OAS),0
2022-08-19,ruby,Both,0
2022-08-19,ruby,Only SecSchemes,0
2022-08-19,ruby,Only SecDef,0
2022-08-19,ruby,Undef Sec (OAS),0
2022-09-07,javascript,Both,0
2022-09-07,javascript,Only SecSchemes,0
2022-09-07,javascript,Only SecDef,0
2022-09-07,javascript,Undef Sec (OAS),9
2022-09-07,go,Both,0
2022-09-07,go,Only SecSchemes,0
2022-09-07,go,Only SecDef,0
2022-09-07,go,Undef Sec (OAS),0
2022-09-07,python,Both,0
2022-09-07,python,Only SecSchemes,0
2022-09-07,python,Only SecDef,0
2022-09-07,python,Undef Sec (OAS),0
2022-09-07,java,Both,0
2022-09-07,java,Only SecSchemes,0
2022-09-07,java,Only SecDef,0
2022-09-07,java,Undef Sec (OAS),0
2022-09-07,ruby,Both,0
2022-09-07,ruby,Only SecSchemes,0
2022-09-07,ruby,Only SecDef,0
2022-09-07,ruby,Undef Sec (OAS),0
2022-09-22,javascript,Both,0
2022-09-22,javascript,Only SecSchemes,0
2022-09-22,javascript,Only SecDef,0
2022-09-22,javascript,Undef Sec (OAS),0
2022-09-22,go,Both,0
2022-09-22,go,Only SecSchemes,0
2022-09-22,go,Only SecDef,0
2022-09-22,go,Undef Sec (OAS),0
2022-09-22,python,Both,0
2022-09-22,python,Only SecSchemes,0
2022-09-22,python,Only SecDef,0
2022-09-22,python,Undef Sec (OAS),0
2022-09-22,java,Both,0
2022-09-22,java,Only SecSchemes,1
2022-09-22,java,Only SecDef,0
2022-09-22,java,Undef Sec (OAS),0
2022-09-22,ruby,Both,0
2022-09-22,ruby,Only SecSchemes,0
2022-09-22,ruby,Only SecDef,0
2022-09-22,ruby,Undef Sec (OAS),0
2022-09-30,javascript,Both,0
2022-09-30,javascript,Only SecSchemes,0
2022-09-30,javascript,Only SecDef,0
2022-09-30,javascript,Undef Sec (OAS),0
2022-09-30,go,Both,0
2022-09-30,go,Only SecSchemes,0
2022-09-30,go,Only SecDef,0
2022-09-30,go,Undef Sec (OAS),0
2022-09-30,python,Both,0
2022-09-30,python,Only SecSchemes,0
2022-09-30,python,Only SecDef,0
2022-09-30,python,Undef Sec (OAS),0
2022-09-30,java,Both,0
2022-09-30,java,Only SecSchemes,1
2022-09-30,java,Only SecDef,0
2022-09-30,java,Undef Sec (OAS),0
2022-09-30,ruby,Both,0
2022-09-30,ruby,Only SecSchemes,0
2022-09-30,ruby,Only SecDef,0
2022-09-30,ruby,Undef Sec (OAS),0
2022-10-10,javascript,Both,0
2022-10-10,javascript,Only SecSchemes,0
2022-10-10,javascript,Only SecDef,0
2022-10-10,javascript,Undef Sec (OAS),0
2022-10-10,go,Both,0
2022-10-10,go,Only SecSchemes,0
2022-10-10,go,Only SecDef,0
2022-10-10,go,Undef Sec (OAS),952
2022-10-10,python,Both,0
2022-10-10,python,Only SecSchemes,0
2022-10-10,python,Only SecDef,0
2022-10-10,python,Undef Sec (OAS),0
2022-10-10,java,Both,0
2022-10-10,java,Only SecSchemes,0
2022-10-10,java,Only SecDef,0
2022-10-10,java,Undef Sec (OAS),0
2022-10-10,ruby,Both,0
2022-10-10,ruby,Only SecSchemes,0
2022-10-10,ruby,Only SecDef,0
2022-10-10,ruby,Undef Sec (OAS),0
2022-10-11,javascript,Both,0
2022-10-11,javascript,Only SecSchemes,0
2022-10-11,javascript,Only SecDef,0
2022-10-11,javascript,Undef Sec (OAS),18
2022-10-11,go,Both,0
2022-10-11,go,Only SecSchemes,0
2022-10-11,go,Only SecDef,0
2022-10-11,go,Undef Sec (OAS),0
2022-10-11,python,Both,0
2022-10-11,python,Only SecSchemes,0
2022-10-11,python,Only SecDef,0
2022-10-11,python,Undef Sec (OAS),0
2022-10-11,java,Both,0
2022-10-11,java,Only SecSchemes,0
2022-10-11,java,Only SecDef,0
2022-10-11,java,Undef Sec (OAS),0
2022-10-11,ruby,Both,0
2022-10-11,ruby,Only SecSchemes,0
2022-10-11,ruby,Only SecDef,0
2022-10-11,ruby,Undef Sec (OAS),0
2022-10-13,javascript,Both,0
2022-10-13,javascript,Only SecSchemes,0
2022-10-13,javascript,Only SecDef,0
2022-10-13,javascript,Undef Sec (OAS),0
2022-10-13,go,Both,0
2022-10-13,go,Only SecSchemes,0
2022-10-13,go,Only SecDef,0
2022-10-13,go,Undef Sec (OAS),0
2022-10-13,python,Both,0
2022-10-13,python,Only SecSchemes,0
2022-10-13,python,Only SecDef,0
2022-10-13,python,Undef Sec (OAS),0
2022-10-13,java,Both,0
2022-10-13,java,Only SecSchemes,16
2022-10-13,java,Only SecDef,0
2022-10-13,java,Undef Sec (OAS),0
2022-10-13,ruby,Both,0
2022-10-13,ruby,Only SecSchemes,0
2022-10-13,ruby,Only SecDef,0
2022-10-13,ruby,Undef Sec (OAS),0
2022-10-20,javascript,Both,0
2022-10-20,javascript,Only SecSchemes,0
2022-10-20,javascript,Only SecDef,0
2022-10-20,javascript,Undef Sec (OAS),0
2022-10-20,go,Both,0
2022-10-20,go,Only SecSchemes,0
2022-10-20,go,Only SecDef,0
2022-10-20,go,Undef Sec (OAS),238
2022-10-20,python,Both,0
2022-10-20,python,Only SecSchemes,0
2022-10-20,python,Only SecDef,0
2022-10-20,python,Undef Sec (OAS),0
2022-10-20,java,Both,0
2022-10-20,java,Only SecSchemes,0
2022-10-20,java,Only SecDef,0
2022-10-20,java,Undef Sec (OAS),0
2022-10-20,ruby,Both,0
2022-10-20,ruby,Only SecSchemes,0
2022-10-20,ruby,Only SecDef,0
2022-10-20,ruby,Undef Sec (OAS),0
2022-10-31,javascript,Both,0
2022-10-31,javascript,Only SecSchemes,0
2022-10-31,javascript,Only SecDef,0
2022-10-31,javascript,Undef Sec (OAS),32
2022-10-31,go,Both,0
2022-10-31,go,Only SecSchemes,0
2022-10-31,go,Only SecDef,0
2022-10-31,go,Undef Sec (OAS),0
2022-10-31,python,Both,0
2022-10-31,python,Only SecSchemes,0
2022-10-31,python,Only SecDef,0
2022-10-31,python,Undef Sec (OAS),0
2022-10-31,java,Both,0
2022-10-31,java,Only SecSchemes,0
2022-10-31,java,Only SecDef,0
2022-10-31,java,Undef Sec (OAS),0
2022-10-31,ruby,Both,0
2022-10-31,ruby,Only SecSchemes,0
2022-10-31,ruby,Only SecDef,0
2022-10-31,ruby,Undef Sec (OAS),0
2022-12-08,javascript,Both,0
2022-12-08,javascript,Only SecSchemes,0
2022-12-08,javascript,Only SecDef,0
2022-12-08,javascript,Undef Sec (OAS),16
2022-12-08,go,Both,0
2022-12-08,go,Only SecSchemes,0
2022-12-08,go,Only SecDef,0
2022-12-08,go,Undef Sec (OAS),0
2022-12-08,python,Both,0
2022-12-08,python,Only SecSchemes,0
2022-12-08,python,Only SecDef,0
2022-12-08,python,Undef Sec (OAS),0
2022-12-08,java,Both,0
2022-12-08,java,Only SecSchemes,0
2022-12-08,java,Only SecDef,0
2022-12-08,java,Undef Sec (OAS),0
2022-12-08,ruby,Both,0
2022-12-08,ruby,Only SecSchemes,0
2022-12-08,ruby,Only SecDef,0
2022-12-08,ruby,Undef Sec (OAS),0
2022-12-13,javascript,Both,0
2022-12-13,javascript,Only SecSchemes,0
2022-12-13,javascript,Only SecDef,0
2022-12-13,javascript,Undef Sec (OAS),9
2022-12-13,go,Both,0
2022-12-13,go,Only SecSchemes,0
2022-12-13,go,Only SecDef,0
2022-12-13,go,Undef Sec (OAS),0
2022-12-13,python,Both,0
2022-12-13,python,Only SecSchemes,0
2022-12-13,python,Only SecDef,0
2022-12-13,python,Undef Sec (OAS),0
2022-12-13,java,Both,0
2022-12-13,java,Only SecSchemes,0
2022-12-13,java,Only SecDef,0
2022-12-13,java,Undef Sec (OAS),0
2022-12-13,ruby,Both,0
2022-12-13,ruby,Only SecSchemes,0
2022-12-13,ruby,Only SecDef,0
2022-12-13,ruby,Undef Sec (OAS),0
2022-12-22,javascript,Both,0
2022-12-22,javascript,Only SecSchemes,0
2022-12-22,javascript,Only SecDef,0
2022-12-22,javascript,Undef Sec (OAS),16
2022-12-22,go,Both,0
2022-12-22,go,Only SecSchemes,0
2022-12-22,go,Only SecDef,0
2022-12-22,go,Undef Sec (OAS),0
2022-12-22,python,Both,0
2022-12-22,python,Only SecSchemes,0
2022-12-22,python,Only SecDef,0
2022-12-22,python,Undef Sec (OAS),0
2022-12-22,java,Both,0
2022-12-22,java,Only SecSchemes,0
2022-12-22,java,Only SecDef,0
2022-12-22,java,Undef Sec (OAS),0
2022-12-22,ruby,Both,0
2022-12-22,ruby,Only SecSchemes,0
2022-12-22,ruby,Only SecDef,0
2022-12-22,ruby,Undef Sec (OAS),0
2023-01-04,javascript,Both,0
2023-01-04,javascript,Only SecSchemes,0
2023-01-04,javascript,Only SecDef,0
2023-01-04,javascript,Undef Sec (OAS),16
2023-01-04,go,Both,0
2023-01-04,go,Only SecSchemes,0
2023-01-04,go,Only SecDef,0
2023-01-04,go,Undef Sec (OAS),0
2023-01-04,python,Both,0
2023-01-04,python,Only SecSchemes,0
2023-01-04,python,Only SecDef,0
2023-01-04,python,Undef Sec (OAS),0
2023-01-04,java,Both,0
2023-01-04,java,Only SecSchemes,0
2023-01-04,java,Only SecDef,0
2023-01-04,java,Undef Sec (OAS),0
2023-01-04,ruby,Both,0
2023-01-04,ruby,Only SecSchemes,0
2023-01-04,ruby,Only SecDef,0
2023-01-04,ruby,Undef Sec (OAS),0
2023-01-10,javascript,Both,0
2023-01-10,javascript,Only SecSchemes,0
2023-01-10,javascript,Only SecDef,0
2023-01-10,javascript,Undef Sec (OAS),16
2023-01-10,go,Both,0
2023-01-10,go,Only SecSchemes,0
2023-01-10,go,Only SecDef,0
2023-01-10,go,Undef Sec (OAS),0
2023-01-10,python,Both,0
2023-01-10,python,Only SecSchemes,0
2023-01-10,python,Only SecDef,0
2023-01-10,python,Undef Sec (OAS),0
2023-01-10,java,Both,0
2023-01-10,java,Only SecSchemes,0
2023-01-10,java,Only SecDef,0
2023-01-10,java,Undef Sec (OAS),0
2023-01-10,ruby,Both,0
2023-01-10,ruby,Only SecSchemes,0
2023-01-10,ruby,Only SecDef,0
2023-01-10,ruby,Undef Sec (OAS),0
2023-01-20,javascript,Both,0
2023-01-20,javascript,Only SecSchemes,0
2023-01-20,javascript,Only SecDef,0
2023-01-20,javascript,Undef Sec (OAS),18
2023-01-20,go,Both,0
2023-01-20,go,Only SecSchemes,0
2023-01-20,go,Only SecDef,0
2023-01-20,go,Undef Sec (OAS),0
2023-01-20,python,Both,0
2023-01-20,python,Only SecSchemes,0
2023-01-20,python,Only SecDef,0
2023-01-20,python,Undef Sec (OAS),0
2023-01-20,java,Both,0
2023-01-20,java,Only SecSchemes,0
2023-01-20,java,Only SecDef,0
2023-01-20,java,Undef Sec (OAS),0
2023-01-20,ruby,Both,0
2023-01-20,ruby,Only SecSchemes,0
2023-01-20,ruby,Only SecDef,0
2023-01-20,ruby,Undef Sec (OAS),0
2023-02-28,javascript,Both,0
2023-02-28,javascript,Only SecSchemes,0
2023-02-28,javascript,Only SecDef,0
2023-02-28,javascript,Undef Sec (OAS),0
2023-02-28,go,Both,0
2023-02-28,go,Only SecSchemes,0
2023-02-28,go,Only SecDef,0
2023-02-28,go,Undef Sec (OAS),0
2023-02-28,python,Both,0
2023-02-28,python,Only SecSchemes,0
2023-02-28,python,Only SecDef,0
2023-02-28,python,Undef Sec (OAS),0
2023-02-28,java,Both,0
2023-02-28,java,Only SecSchemes,0
2023-02-28,java,Only SecDef,0
2023-02-28,java,Undef Sec (OAS),0
2023-02-28,ruby,Both,0
2023-02-28,ruby,Only SecSchemes,0
2023-02-28,ruby,Only SecDef,0
2023-02-28,ruby,Undef Sec (OAS),0
2023-03-02,javascript,Both,0
2023-03-02,javascript,Only SecSchemes,0
2023-03-02,javascript,Only SecDef,0
2023-03-02,javascript,Undef Sec (OAS),0
2023-03-02,go,Both,0
2023-03-02,go,Only SecSchemes,0
2023-03-02,go,Only SecDef,0
2023-03-02,go,Undef Sec (OAS),0
2023-03-02,python,Both,0
2023-03-02,python,Only SecSchemes,0
2023-03-02,python,Only SecDef,0
2023-03-02,python,Undef Sec (OAS),0
2023-03-02,java,Both,0
2023-03-02,java,Only SecSchemes,0
2023-03-02,java,Only SecDef,0
2023-03-02,java,Undef Sec (OAS),0
2023-03-02,ruby,Both,0
2023-03-02,ruby,Only SecSchemes,0
2023-03-02,ruby,Only SecDef,0
2023-03-02,ruby,Undef Sec (OAS),0
2023-03-15,javascript,Both,0
2023-03-15,javascript,Only SecSchemes,0
2023-03-15,javascript,Only SecDef,0
2023-03-15,javascript,Undef Sec (OAS),0
2023-03-15,go,Both,0
2023-03-15,go,Only SecSchemes,0
2023-03-15,go,Only SecDef,0
2023-03-15,go,Undef Sec (OAS),0
2023-03-15,python,Both,0
2023-03-15,python,Only SecSchemes,0
2023-03-15,python,Only SecDef,0
2023-03-15,python,Undef Sec (OAS),0
2023-03-15,java,Both,0
2023-03-15,java,Only SecSchemes,0
2023-03-15,java,Only SecDef,0
2023-03-15,java,Undef Sec (OAS),0
2023-03-15,ruby,Both,0
2023-03-15,ruby,Only SecSchemes,0
2023-03-15,ruby,Only SecDef,0
2023-03-15,ruby,Undef Sec (OAS),0
2023-03-16,javascript,Both,0
2023-03-16,javascript,Only SecSchemes,0
2023-03-16,javascript,Only SecDef,0
2023-03-16,javascript,Undef Sec (OAS),0
2023-03-16,go,Both,0
2023-03-16,go,Only SecSchemes,0
2023-03-16,go,Only SecDef,0
2023-03-16,go,Undef Sec (OAS),0
2023-03-16,python,Both,0
2023-03-16,python,Only SecSchemes,0
2023-03-16,python,Only SecDef,0
2023-03-16,python,Undef Sec (OAS),0
2023-03-16,java,Both,0
2023-03-16,java,Only SecSchemes,0
2023-03-16,java,Only SecDef,0
2023-03-16,java,Undef Sec (OAS),0
2023-03-16,ruby,Both,0
2023-03-16,ruby,Only SecSchemes,0
2023-03-16,ruby,Only SecDef,0
2023-03-16,ruby,Undef Sec (OAS),0
2023-03-20,javascript,Both,0
2023-03-20,javascript,Only SecSchemes,0
2023-03-20,javascript,Only SecDef,0
2023-03-20,javascript,Undef Sec (OAS),0
2023-03-20,go,Both,0
